mode,map_name,trial_id,model_path,t,x,y,yaw,odom_speed,yaw_rate,raw_action_0,raw_action_1,steer,commanded_speed,speed_limit,min_lidar,distance_from_start,distance_travelled,lap_complete,collided,terminated,termination_reason
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,0.13990044593811035,-0.015719912946224213,0.006870808079838753,-1.5943746662363163,0.0,0.0,0.20300796627998352,0.739771842956543,0.08987443845465022,3.0,3.0,1.1147794723510742,0.0,0.0,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,0.24083638191223145,-0.01576291397213936,-0.03434925898909569,-1.5867909934284827,0.8844299999999997,0.17618998298595281,0.17685338854789734,0.7212249040603638,0.07817923511347885,3.0,3.0,1.123286485671997,0.04122009128332138,0.041225493972888216,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,0.3415820598602295,-0.011748800985515118,-0.1662895530462265,-1.5594953111736953,1.6960777693120956,0.35013495219953306,0.10464154928922653,0.6912360191345215,0.04611741511233603,3.0,3.0,1.1123669147491455,0.1732058823108673,0.17322974381386302,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,0.4414205551147461,-0.0031315728556364775,-0.34105005860328674,-1.5312952132153959,2.15893150573758,0.2793381081254924,0.023477550595998764,0.6654154062271118,0.01033096958220224,2.872219204902649,2.872219204902649,1.1138107776641846,0.34814852476119995,0.34820353155373596,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,0.5416092872619629,0.013040538877248764,-0.5962406396865845,-1.5082559582237451,2.4585747283643,0.11502395209521081,-0.03869744390249252,0.6535767316818237,-0.01703067015642483,2.737361490726471,2.737361490726471,1.1139492988586426,0.6037968397140503,0.603907174518099,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,0.641350507736206,0.029075369238853455,-0.8473912477493286,-1.5099664127101677,2.566086454530193,-0.10531020669383108,-0.049477603286504745,0.6452094912528992,-0.02177807831442892,2.724945902824402,2.724945902824402,1.0453394651412964,0.8554356694221497,0.8555705706530716,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,0.741563081741333,0.04271361604332924,-1.1069488525390625,-1.5214329094902441,2.627349298673528,-0.116166710487842,-0.04211229458451271,0.6373201012611389,-0.018534300531241117,2.807007908821106,2.807007908821106,1.0003271102905273,1.1153514385223389,1.1154876082146075,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,0.8412513732910156,0.05270690843462944,-1.346276879310608,-1.5320115049228173,2.691122736885009,-0.12155577103537671,-0.03535908833146095,0.6398859024047852,-0.01556089377351143,2.8315359950065613,2.8315359950065613,1.0047930479049683,1.3548767566680908,1.3550252496206667,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,0.9414606094360352,0.06102650985121727,-1.618093729019165,-1.5441345781801827,2.7445196310029116,-0.12430713983843533,-0.02337685227394104,0.639922022819519,-0.010286651463839227,2.8729857802391052,2.8729857802391052,0.998887300491333,1.6267759799957275,1.6269709291809704,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,1.0410852432250977,0.06618194282054901,-1.8950179815292358,-1.5564836142150213,2.792790221312487,-0.1262869861335226,0.0028453804552555084,0.6376414895057678,0.0012519689085756123,2.944257080554962,2.944257080554962,1.0054583549499512,1.9036515951156616,1.9039448137336876,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,1.1409714221954346,0.0696130096912384,-2.177165985107422,-1.557335125647967,2.8490161374888094,0.11484299679019737,-0.010924790054559708,0.6393776535987854,-0.00480699299339177,2.9222372174263,2.9222372174263,0.9642044305801392,2.1857032775878906,2.1861142693960574,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,1.2406551837921143,0.07419465482234955,-2.463636636734009,-1.5566680612040162,2.877928577372225,-0.1163910653583325,-0.021744083613157272,0.6287311315536499,-0.009568069933279626,2.9187281727790833,2.9187281727790833,0.940838634967804,2.4721431732177734,2.472622276371112,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,1.3414576053619385,0.07589114457368851,-2.781229019165039,-1.570752988878038,2.894956947440549,-0.12898095031132706,0.008204009383916855,0.6302736401557922,0.0036098002814072554,3.0,3.0,0.945517897605896,2.789604425430298,2.7902213605993893,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,1.4415850639343262,0.07584132254123688,-3.072911500930786,-1.5691466737668887,2.9354659092765933,0.12002478449967233,-0.006221406161785126,0.6309844255447388,-0.0027374344772617323,2.960803985595703,2.960803985595703,0.9407786726951599,3.0811431407928467,3.081904637714615,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,1.5417146682739258,0.07653655856847763,-3.3669838905334473,-1.5709163000994915,2.945237323392998,-0.12109916528210199,-0.006694629788398743,0.6236879825592041,-0.0029456567512618735,3.0,3.0,0.9327592253684998,3.3751158714294434,3.3759788508468773,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,1.64158034324646,0.07413709163665771,-3.6626367568969727,-1.5839841046765424,2.966356084916585,-0.1315335890601854,0.007017649710178375,0.6329911351203918,0.003087788499826564,3.0,3.0,0.878695547580719,3.670607566833496,3.671643215318909,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,1.741027593612671,0.0704585388302803,-3.930159091949463,-1.5837208185874367,2.978298677379423,0.11967532051044526,0.0002724751830101013,0.6300716996192932,0.00011988908184889733,3.0,3.0,0.8799244165420532,3.9379727840423584,3.939191321929684,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,1.8415942192077637,0.06912967562675476,-4.258305549621582,-1.5691711865677143,2.987301563518734,0.1331825552588282,-0.030951768159866333,0.6253628730773926,-0.013620719636917139,2.961820363998413,2.961820363998413,0.881574809551239,4.26602029800415,4.267342670907965,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,1.9416475296020508,0.0696992501616478,-4.525899410247803,-1.5693803873954497,2.9656364646447897,-0.1203154163903554,-0.036903344094753265,0.6251913905143738,-0.016240762459304964,2.9430647492408752,2.9430647492408752,0.8694773316383362,4.533575057983398,4.534937610005727,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,2.0415332317352295,0.06765571981668472,-4.821302890777588,-1.5825467370565511,2.946336370548328,-0.13588052234532008,-0.015969596803188324,0.6230846047401428,-0.0070268892503790115,3.0,3.0,0.8347243070602417,4.828893661499023,4.830349736934295,0,0,0,
legacy,Sakhir,legacy_01,old stuff/diffusion_policy.pt,2.140756368637085,0.061137810349464417,-5.146396636962891,-1.5972499848011037,2.9666489947288883,-0.13119349633278507,0.00607675313949585,0.6291856169700623,0.0026737860730978234,3.0,3.0,0.8307172060012817,5.1538405418396,5.155511577700963,0,0,0,
