tag,step,wall_time,value
loss/train,96,1767726473.761285,0.6136710047721863
loss/train,97,1767726473.7640848,0.6693587303161621
loss/train,98,1767726473.7669356,0.7281036972999573
loss/train,99,1767726473.7697527,0.7092286348342896
loss/train,100,1767726473.7725995,0.6255143880844116
loss/train,101,1767726473.7754335,0.7524772882461548
loss/train,102,1767726473.7782896,0.6253066062927246
loss/train,103,1767726473.7811878,0.716288685798645
loss/train,104,1767726473.783985,0.744620144367218
loss/train,105,1767726473.7868114,0.5342048406600952
loss/train,106,1767726473.789659,0.7156788110733032
loss/train,107,1767726473.7924416,0.6182756423950195
loss/train,108,1767726473.795274,0.6134104132652283
loss/train,109,1767726473.7982078,0.7646939754486084
loss/train,110,1767726473.8011057,0.6259266138076782
loss/train,111,1767726473.8038154,0.6575814485549927
loss/train,112,1767726473.8066287,0.6533983945846558
loss/train,113,1767726473.809512,0.6900895833969116
loss/train,114,1767726473.8123374,0.7119462490081787
loss/train,115,1767726473.815152,0.810820996761322
loss/train,116,1767726473.8180614,0.5839676260948181
loss/train,117,1767726473.820896,0.6973567008972168
loss/train,118,1767726473.8236768,0.6570889353752136
loss/train,119,1767726473.82569,0.5819265246391296
loss/train,120,1767726473.8290625,0.6468371748924255
loss/train,121,1767726473.8320065,0.6966859102249146
loss/train,122,1767726473.8348153,0.711057722568512
loss/train,123,1767726473.837665,0.5701287388801575
loss/train,124,1767726473.840414,0.7059064507484436
loss/train,125,1767726473.8438845,0.637519359588623
loss/train,126,1767726473.8466713,0.7188707590103149
loss/train,127,1767726473.8494742,0.6896309852600098
loss/train,128,1767726473.852252,0.5934431552886963
loss/train,129,1767726473.855167,0.6403322815895081
loss/train,130,1767726473.857995,0.7018417119979858
loss/train,131,1767726473.860706,0.6214044094085693
loss/train,132,1767726473.8633623,0.5572548508644104
loss/train,133,1767726473.8662677,0.5532715916633606
loss/train,134,1767726473.8690379,0.5142732262611389
loss/train,135,1767726473.8717566,0.6117696762084961
loss/train,136,1767726473.8745732,0.6888707280158997
loss/train,137,1767726473.8775172,0.5970113277435303
loss/train,138,1767726473.8804011,0.5250384211540222
loss/train,139,1767726473.8833175,0.5726608037948608
loss/train,140,1767726473.8862305,0.49457085132598877
loss/train,141,1767726473.8890154,0.545799970626831
loss/train,142,1767726473.8917668,0.5583999156951904
loss/train,143,1767726473.894693,0.6411668062210083
loss/train,144,1767726473.8976045,0.530794620513916
loss/train,145,1767726473.900373,0.5373287200927734
loss/train,146,1767726473.9032092,0.6616978645324707
loss/train,147,1767726473.9061549,0.5155559778213501
loss/train,148,1767726473.9089746,0.5890064239501953
loss/train,149,1767726473.910914,0.5585582852363586
loss/train,150,1767726473.9144182,0.5575656294822693
loss/train,151,1767726473.9173095,0.6565138101577759
loss/train,152,1767726473.920235,0.5609148740768433
loss/train,153,1767726473.9231577,0.5727277398109436
loss/train,154,1767726473.9260137,0.5543028116226196
loss/train,155,1767726473.9287734,0.7030601501464844
loss/train,156,1767726473.9315462,0.5628024339675903
loss/train,157,1767726473.9344087,0.6093605756759644
loss/train,158,1767726473.9372563,0.6424459218978882
loss/train,159,1767726473.9400163,0.5351526737213135
loss/train,160,1767726473.9428275,0.5478407144546509
loss/train,161,1767726473.9458287,0.5336654186248779
loss/train,162,1767726473.948657,0.5500450134277344
loss/train,163,1767726473.9514875,0.6722134351730347
loss/train,164,1767726473.9547176,0.4585467278957367
loss/train,165,1767726473.9575846,0.506122350692749
loss/train,166,1767726473.9603477,0.5448956489562988
loss/train,167,1767726473.9632215,0.586837649345398
loss/train,168,1767726473.9662027,0.5901813507080078
loss/train,169,1767726473.968985,0.5161627531051636
loss/train,170,1767726473.9717069,0.4928740859031677
loss/train,171,1767726473.974534,0.5857617855072021
loss/train,172,1767726473.9773593,0.5986487865447998
loss/train,173,1767726473.980195,0.5286723375320435
loss/train,174,1767726473.9830544,0.49765437841415405
loss/train,175,1767726473.9860559,0.5503939390182495
loss/train,176,1767726473.9888878,0.5080686211585999
loss/train,177,1767726473.9916282,0.592113196849823
loss/train,178,1767726473.994457,0.4945209324359894
loss/train,179,1767726473.9964232,0.5275082588195801
loss/train,180,1767726473.9998236,0.5378515720367432
loss/train,181,1767726474.0026898,0.5660991072654724
loss/train,182,1767726474.0056214,0.5221720337867737
loss/train,183,1767726474.0084665,0.5916445255279541
loss/train,184,1767726474.0113158,0.620405912399292
loss/train,185,1767726474.014168,0.48040804266929626
loss/train,186,1767726474.017032,0.5539022088050842
loss/train,187,1767726474.0198126,0.5347830057144165
loss/train,188,1767726474.0226371,0.42148715257644653
loss/train,189,1767726474.0255728,0.5261378884315491
loss/train,190,1767726474.0284057,0.4841550588607788
loss/train,191,1767726474.0312338,0.4937131702899933
loss/train,192,1767726474.0340998,0.45936790108680725
loss/train,193,1767726474.0368686,0.46101266145706177
loss/train,194,1767726474.0396364,0.4750053286552429
loss/train,195,1767726474.042463,0.4894631505012512
loss/train,196,1767726474.0453498,0.4630158543586731
loss/train,197,1767726474.0481896,0.4726037085056305
loss/train,198,1767726474.0511086,0.4665600657463074
loss/train,199,1767726474.053963,0.43582987785339355
loss/train,200,1767726474.0567622,0.5260986685752869
loss/train,201,1767726474.059512,0.44638755917549133
loss/train,202,1767726474.0624583,0.47892701625823975
loss/train,203,1767726474.0653222,0.39646023511886597
loss/train,204,1767726474.068141,0.46486392617225647
loss/train,205,1767726474.0710356,0.4165499806404114
loss/train,206,1767726474.0739677,0.44434186816215515
loss/train,207,1767726474.0767317,0.5613065958023071
loss/train,208,1767726474.0795097,0.4216921627521515
loss/train,209,1767726474.0816035,0.541995108127594
loss/train,210,1767726474.0850158,0.3959842622280121
loss/train,211,1767726474.0877855,0.4386049509048462
loss/train,212,1767726474.090614,0.45579278469085693
loss/train,213,1767726474.0935533,0.37761640548706055
loss/train,214,1767726474.096295,0.4545784592628479
loss/train,215,1767726474.0991805,0.3889940083026886
loss/train,216,1767726474.102068,0.4410440921783447
loss/train,217,1767726474.10486,0.36059558391571045
loss/train,218,1767726474.1562402,0.4371053874492645
loss/train,219,1767726474.1593943,0.4411475658416748
loss/train,220,1767726474.1623724,0.516404926776886
loss/train,221,1767726474.1652322,0.43165791034698486
loss/train,222,1767726474.1680825,0.40557655692100525
loss/train,223,1767726474.171681,0.4678923785686493
loss/train,224,1767726474.1745124,0.38013729453086853
loss/train,225,1767726474.1772785,0.35251086950302124
loss/train,226,1767726474.1800578,0.40300872921943665
loss/train,227,1767726474.1829164,0.4450269341468811
loss/train,228,1767726474.1857195,0.3812018632888794
loss/train,229,1767726474.1884675,0.3958472013473511
loss/train,230,1767726474.1912777,0.4624401330947876
loss/train,231,1767726474.1940746,0.34422025084495544
loss/train,232,1767726474.196849,0.4799698293209076
loss/train,233,1767726474.1996005,0.4332796037197113
loss/train,234,1767726474.2023547,0.28108301758766174
loss/train,235,1767726474.2051804,0.3959754705429077
loss/train,236,1767726474.2079415,0.36980170011520386
loss/train,237,1767726474.2108161,0.3788318634033203
loss/train,238,1767726474.213698,0.32209134101867676
loss/train,239,1767726474.215701,0.4312919080257416
loss/train,240,1767726474.2190373,0.3451082110404968
loss/train,241,1767726474.2217798,0.45270439982414246
loss/train,242,1767726474.2246,0.2915980815887451
loss/train,243,1767726474.227608,0.4344768524169922
loss/train,244,1767726474.2305224,0.416045606136322
loss/train,245,1767726474.233478,0.3721674382686615
loss/train,246,1767726474.2362802,0.3683992326259613
loss/train,247,1767726474.2391174,0.4238392114639282
loss/train,248,1767726474.2420022,0.36401546001434326
loss/train,249,1767726474.244857,0.3869209885597229
loss/train,250,1767726474.2475948,0.45351868867874146
loss/train,251,1767726474.2504015,0.29169321060180664
loss/train,252,1767726474.253261,0.36499252915382385
loss/train,253,1767726474.2560608,0.44047778844833374
loss/train,254,1767726474.2589042,0.3759312629699707
loss/train,255,1767726474.261798,0.4375641345977783
loss/train,256,1767726474.264595,0.3245199918746948
loss/train,257,1767726474.2675035,0.3521820306777954
loss/train,258,1767726474.2703784,0.3497089743614197
loss/train,259,1767726474.2732496,0.3331550657749176
loss/train,260,1767726474.27605,0.3911564350128174
loss/train,261,1767726474.279011,0.40448832511901855
loss/train,262,1767726474.28184,0.3364492654800415
loss/train,263,1767726474.2845902,0.422146201133728
loss/train,264,1767726474.287449,0.32036107778549194
loss/train,265,1767726474.2903333,0.27889981865882874
loss/train,266,1767726474.2932518,0.3643038868904114
loss/train,267,1767726474.2960706,0.36502495408058167
loss/train,268,1767726474.2995415,0.3068181872367859
loss/train,269,1767726474.3015594,0.3854357600212097
loss/train,270,1767726474.3048775,0.280274361371994
loss/train,271,1767726474.307596,0.3591921925544739
loss/train,272,1767726474.3104174,0.2645156979560852
loss/train,273,1767726474.3132684,0.4361368417739868
loss/train,274,1767726474.3161938,0.41316160559654236
loss/train,275,1767726474.319092,0.30290693044662476
loss/train,276,1767726474.3220348,0.3672158420085907
loss/train,277,1767726474.3248334,0.32141125202178955
loss/train,278,1767726474.3276205,0.32255131006240845
loss/train,279,1767726474.3304777,0.3229120969772339
loss/train,280,1767726474.333482,0.29673975706100464
loss/train,281,1767726474.3362646,0.3028387725353241
loss/train,282,1767726474.3391228,0.3559179902076721
loss/train,283,1767726474.3419805,0.36106133460998535
loss/train,284,1767726474.344889,0.35859042406082153
loss/train,285,1767726474.3476489,0.3526250123977661
loss/train,286,1767726474.3505473,0.2907027006149292
loss/train,287,1767726474.35342,0.39540979266166687
loss/train,288,1767726474.3561847,0.3425716757774353
loss/train,289,1767726474.3590574,0.31911700963974
loss/train,290,1767726474.3620195,0.37837231159210205
loss/train,291,1767726474.3648088,0.30127543210983276
loss/train,292,1767726474.3676076,0.34910446405410767
loss/train,293,1767726474.3704722,0.3652828335762024
loss/train,294,1767726474.3734035,0.355452299118042
loss/train,295,1767726474.3761992,0.24936488270759583
loss/train,296,1767726474.3791034,0.33253467082977295
loss/train,297,1767726474.381971,0.30279862880706787
loss/train,298,1767726474.3847885,0.24731819331645966
loss/train,299,1767726474.386814,0.3388274908065796
loss/train,300,1767726474.3903017,0.3295743465423584
loss/train,301,1767726474.3930783,0.35145384073257446
loss/train,302,1767726474.3958046,0.3373173475265503
loss/train,303,1767726474.3987486,0.23667576909065247
loss/train,304,1767726474.4016178,0.2875862717628479
loss/train,305,1767726474.4044611,0.28313037753105164
loss/train,306,1767726474.407384,0.3130660951137543
loss/train,307,1767726474.410328,0.35946935415267944
loss/train,308,1767726474.41327,0.22601726651191711
loss/train,309,1767726474.4160473,0.4114459156990051
loss/train,310,1767726474.4188786,0.23974360525608063
loss/train,311,1767726474.4218955,0.29265016317367554
loss/train,312,1767726474.42464,0.2932443916797638
loss/train,313,1767726474.427445,0.34461110830307007
loss/train,314,1767726474.4303498,0.2220572829246521
loss/train,315,1767726474.4332714,0.30378273129463196
loss/train,316,1767726474.4360745,0.27775314450263977
loss/train,317,1767726474.4389706,0.2431131899356842
loss/train,318,1767726474.4418902,0.2709594666957855
loss/train,319,1767726474.4446602,0.3428646922111511
loss/train,320,1767726474.447464,0.3065176010131836
loss/train,321,1767726474.4504015,0.36528462171554565
loss/train,322,1767726474.453256,0.2530076503753662
loss/train,323,1767726474.4560747,0.3075481355190277
loss/train,324,1767726474.459035,0.29114222526550293
loss/train,325,1767726474.461945,0.30865779519081116
loss/train,326,1767726474.4647155,0.2462916523218155
loss/train,327,1767726474.4674437,0.28043076395988464
loss/train,328,1767726474.4703836,0.2617998719215393
loss/train,329,1767726474.47238,0.3757493495941162
loss/train,330,1767726474.475877,0.28121083974838257
loss/train,331,1767726474.4787562,0.3089890480041504
loss/train,332,1767726474.4816842,0.3253851532936096
loss/train,333,1767726474.4845173,0.2981826961040497
loss/train,334,1767726474.4873486,0.39697226881980896
loss/train,335,1767726474.4901798,0.23319458961486816
loss/train,336,1767726474.4931734,0.2967105805873871
loss/train,337,1767726474.4958997,0.3288971185684204
loss/train,338,1767726474.4986358,0.3657217025756836
loss/train,339,1767726474.501525,0.2259412407875061
loss/train,340,1767726474.5044143,0.31057024002075195
loss/train,341,1767726474.50727,0.2618606984615326
loss/train,342,1767726474.510176,0.2771180272102356
loss/train,343,1767726474.5129218,0.2510422468185425
loss/train,344,1767726474.5161726,0.2540432810783386
loss/train,345,1767726474.5189986,0.2267337441444397
loss/train,346,1767726474.5218625,0.2417227327823639
loss/train,347,1767726474.5246456,0.2930038571357727
loss/train,348,1767726474.5276036,0.27461984753608704
loss/train,349,1767726474.5304048,0.2686643600463867
loss/train,350,1767726474.5332475,0.34921276569366455
loss/train,351,1767726474.5360358,0.3280060887336731
loss/train,352,1767726474.53885,0.29996639490127563
loss/train,353,1767726474.5415578,0.2799735963344574
loss/train,354,1767726474.5444436,0.24976596236228943
loss/train,355,1767726474.5471864,0.30256375670433044
loss/train,356,1767726474.550094,0.28697702288627625
loss/train,357,1767726474.5528684,0.3071483373641968
loss/train,358,1767726474.555584,0.26816096901893616
loss/train,359,1767726474.557572,0.2459241896867752
loss/train,360,1767726474.5609753,0.31902486085891724
loss/train,361,1767726474.5637996,0.3294365704059601
loss/train,362,1767726474.566634,0.3008688688278198
loss/train,363,1767726474.569505,0.4011041522026062
loss/train,364,1767726474.5722635,0.3130960762500763
loss/train,365,1767726474.5751338,0.2832409739494324
loss/train,366,1767726474.5781386,0.24676501750946045
loss/train,367,1767726474.5809176,0.2763814628124237
loss/train,368,1767726474.5836487,0.2200717031955719
loss/train,369,1767726474.5863032,0.3218337297439575
loss/train,370,1767726474.589023,0.2536635994911194
loss/train,371,1767726474.5916502,0.27579569816589355
loss/train,372,1767726474.5943916,0.27241477370262146
loss/train,373,1767726474.5971863,0.2397972196340561
loss/train,374,1767726474.5998597,0.26352179050445557
loss/train,375,1767726474.6025965,0.26032882928848267
loss/train,376,1767726474.6054115,0.22764894366264343
loss/train,377,1767726474.6080804,0.2431153953075409
loss/train,378,1767726474.6108646,0.24363934993743896
loss/train,379,1767726474.6204743,0.2695057988166809
loss/train,380,1767726474.6233976,0.2971329689025879
loss/train,381,1767726474.6263127,0.2596327066421509
loss/train,382,1767726474.6292455,0.2569638788700104
loss/train,383,1767726474.6320243,0.24271324276924133
loss/train,384,1767726474.6348588,0.27625980973243713
loss/train,385,1767726474.6385086,0.2408987432718277
loss/train,386,1767726474.641333,0.22778278589248657
loss/train,387,1767726474.6441011,0.21489977836608887
loss/train,388,1767726474.646926,0.3154969811439514
loss/train,389,1767726474.64891,0.19489501416683197
loss/train,390,1767726474.652195,0.2224290817975998
loss/train,391,1767726474.6549907,0.2877848148345947
loss/train,392,1767726474.6580365,0.26671266555786133
loss/train,393,1767726474.6608565,0.30889609456062317
loss/train,394,1767726474.6636739,0.20212802290916443
loss/train,395,1767726474.666495,0.304797887802124
loss/train,396,1767726474.6693344,0.2789852023124695
loss/train,397,1767726474.672205,0.23195752501487732
loss/train,398,1767726474.675101,0.20773357152938843
loss/train,399,1767726474.7255135,0.2569851577281952
loss/train,400,1767726474.7286167,0.30720946192741394
loss/train,401,1767726474.731467,0.30643564462661743
loss/train,402,1767726474.7343748,0.2758725881576538
loss/train,403,1767726474.7373006,0.26441633701324463
loss/train,404,1767726474.7401044,0.3655213415622711
loss/train,405,1767726474.7429519,0.31653159856796265
loss/train,406,1767726474.74589,0.20013341307640076
loss/train,407,1767726474.7486546,0.1991623342037201
loss/train,408,1767726474.7514913,0.27357447147369385
loss/train,409,1767726474.7544975,0.27355968952178955
loss/train,410,1767726474.7573757,0.2305418699979782
loss/train,411,1767726474.7602465,0.19367633759975433
loss/train,412,1767726474.7631304,0.2657889425754547
loss/train,413,1767726474.7659996,0.2655847668647766
loss/train,414,1767726474.768783,0.18958526849746704
loss/train,415,1767726474.7716749,0.194535493850708
loss/train,416,1767726474.7745142,0.2634899318218231
loss/train,417,1767726474.7773588,0.2892782688140869
loss/train,418,1767726474.780143,0.18308401107788086
loss/train,419,1767726474.7822268,0.3355690836906433
loss/train,420,1767726474.7856941,0.32197269797325134
loss/train,421,1767726474.7885213,0.20974300801753998
loss/train,422,1767726474.7914598,0.2302652895450592
loss/train,423,1767726474.7943416,0.2816826403141022
loss/train,424,1767726474.7972622,0.28126394748687744
loss/train,425,1767726474.800103,0.2125057429075241
loss/train,426,1767726474.8029835,0.2775861918926239
loss/train,427,1767726474.8058288,0.25359535217285156
loss/train,428,1767726474.8086092,0.2975340485572815
loss/train,429,1767726474.8115027,0.19496503472328186
loss/train,430,1767726474.8143601,0.3044493794441223
loss/train,431,1767726474.8172748,0.22808833420276642
loss/train,432,1767726474.820055,0.3018242120742798
loss/train,433,1767726474.8229363,0.1860744208097458
loss/train,434,1767726474.8258076,0.2613564133644104
loss/train,435,1767726474.8286064,0.2511516511440277
loss/train,436,1767726474.8314962,0.3100924789905548
loss/train,437,1767726474.8344429,0.2507321834564209
loss/train,438,1767726474.837348,0.25118839740753174
loss/train,439,1767726474.8400962,0.2079494297504425
loss/train,440,1767726474.8430886,0.21034657955169678
loss/train,441,1767726474.8458788,0.31363776326179504
loss/train,442,1767726474.8486633,0.25208598375320435
loss/train,443,1767726474.8514528,0.15298321843147278
loss/train,444,1767726474.8542678,0.19236350059509277
loss/train,445,1767726474.8569982,0.2035037875175476
loss/train,446,1767726474.8604674,0.2050483673810959
loss/train,447,1767726474.8633277,0.21381473541259766
loss/train,448,1767726474.8662288,0.2062649428844452
loss/train,449,1767726474.8681753,0.23087626695632935
loss/train,450,1767726474.8719013,0.2274937927722931
loss/train,451,1767726474.8747835,0.2000826597213745
loss/train,452,1767726474.8776598,0.2369535267353058
loss/train,453,1767726474.8805358,0.22133123874664307
loss/train,454,1767726474.8834517,0.21862775087356567
loss/train,455,1767726474.8864474,0.23968032002449036
loss/train,456,1767726474.8895545,0.20600754022598267
loss/train,457,1767726474.892334,0.18890643119812012
loss/train,458,1767726474.8951595,0.24389345943927765
loss/train,459,1767726474.8980665,0.21143323183059692
loss/train,460,1767726474.9009025,0.26472488045692444
loss/train,461,1767726474.9036362,0.22864434123039246
loss/train,462,1767726474.906446,0.22087138891220093
loss/train,463,1767726474.9093099,0.22888685762882233
loss/train,464,1767726474.9121053,0.21419566869735718
loss/train,465,1767726474.9149885,0.1687353253364563
loss/train,466,1767726474.917862,0.20891797542572021
loss/train,467,1767726474.9208913,0.2603943943977356
loss/train,468,1767726474.9236255,0.2985808253288269
loss/train,469,1767726474.9264524,0.21304714679718018
loss/train,470,1767726474.9292982,0.20213143527507782
loss/train,471,1767726474.9326231,0.2001665234565735
loss/train,472,1767726474.935439,0.1719750612974167
loss/train,473,1767726474.9383261,0.2477360963821411
loss/train,474,1767726474.9411266,0.22810757160186768
loss/train,475,1767726474.943881,0.25504034757614136
loss/train,476,1767726474.9467187,0.24083222448825836
loss/train,477,1767726474.9496706,0.24747517704963684
loss/train,478,1767726474.9524581,0.22057542204856873
loss/train,479,1767726474.9544542,0.37014198303222656
loss/train,480,1767726474.9578438,0.3323192000389099
loss/train,481,1767726474.9606547,0.22160734236240387
loss/train,482,1767726474.9634905,0.26431190967559814
loss/train,483,1767726474.966377,0.2742309272289276
loss/train,484,1767726474.969271,0.3497689366340637
loss/train,485,1767726474.9720912,0.21016792953014374
loss/train,486,1767726474.975025,0.33010685443878174
loss/train,487,1767726474.9779685,0.2347724884748459
loss/train,488,1767726474.9807613,0.3741910457611084
loss/train,489,1767726474.983496,0.17996937036514282
loss/train,490,1767726474.986347,0.33392927050590515
loss/train,491,1767726474.9892876,0.2947876453399658
loss/train,492,1767726474.9920785,0.2299911230802536
loss/train,493,1767726474.9949317,0.1892843097448349
loss/train,494,1767726474.9979467,0.28677240014076233
loss/train,495,1767726475.0007896,0.2759303152561188
loss/train,496,1767726475.003555,0.21378859877586365
loss/train,497,1767726475.0064042,0.19826024770736694
loss/train,498,1767726475.0092351,0.2711047828197479
loss/train,499,1767726475.0120318,0.2654842734336853
loss/train,500,1767726475.014894,0.21466442942619324
loss/train,501,1767726475.0178483,0.21214354038238525
loss/train,502,1767726475.0206614,0.23667271435260773
loss/train,503,1767726475.0235183,0.18463672697544098
loss/train,504,1767726475.0265012,0.23253896832466125
loss/train,505,1767726475.0293286,0.20945313572883606
loss/train,506,1767726475.0321007,0.25366634130477905
loss/train,507,1767726475.0349367,0.2529197335243225
loss/train,508,1767726475.037809,0.254714697599411
loss/train,509,1767726475.0397425,0.3137575387954712
loss/train,510,1767726475.0431376,0.2011708915233612
loss/train,511,1767726475.0460632,0.2757144272327423
loss/train,512,1767726475.049675,0.2423437535762787
loss/train,513,1767726475.0524442,0.2223539650440216
loss/train,514,1767726475.0552547,0.24523505568504333
loss/train,515,1767726475.0581076,0.19871461391448975
loss/train,516,1767726475.0609488,0.18729081749916077
loss/train,517,1767726475.0637167,0.24097207188606262
loss/train,518,1767726475.0665393,0.19993093609809875
loss/train,519,1767726475.0694447,0.27795326709747314
loss/train,520,1767726475.0722075,0.23329690098762512
loss/train,521,1767726475.0750535,0.2701680660247803
loss/train,522,1767726475.0779965,0.19717997312545776
loss/train,523,1767726475.0807612,0.22298836708068848
loss/train,524,1767726475.0835261,0.16095516085624695
loss/train,525,1767726475.0862384,0.2545674443244934
loss/train,526,1767726475.089041,0.18865787982940674
loss/train,527,1767726475.091775,0.18381530046463013
loss/train,528,1767726475.0946527,0.18797245621681213
loss/train,529,1767726475.0975592,0.21655529737472534
loss/train,530,1767726475.1003284,0.2177007496356964
loss/train,531,1767726475.103265,0.2757365107536316
loss/train,532,1767726475.1062133,0.26530885696411133
loss/train,533,1767726475.1089795,0.2400406301021576
loss/train,534,1767726475.1117113,0.19341996312141418
loss/train,535,1767726475.1146111,0.2798575162887573
loss/train,536,1767726475.1176646,0.17599263787269592
loss/train,537,1767726475.1204815,0.2503865957260132
loss/train,538,1767726475.1233246,0.2542034685611725
loss/train,539,1767726475.1254766,0.21901553869247437
loss/train,540,1767726475.128828,0.31105101108551025
loss/train,541,1767726475.1316216,0.30120450258255005
loss/train,542,1767726475.1344583,0.22286704182624817
loss/train,543,1767726475.1375475,0.24801619350910187
loss/train,544,1767726475.1403062,0.22616657614707947
loss/train,545,1767726475.143135,0.26193374395370483
loss/train,546,1767726475.1460342,0.21681952476501465
loss/train,547,1767726475.149692,0.24640485644340515
loss/train,548,1767726475.1524668,0.17850665748119354
loss/train,549,1767726475.1552937,0.15293362736701965
loss/train,550,1767726475.1582232,0.2279852330684662
loss/train,551,1767726475.1610665,0.18007732927799225
loss/train,552,1767726475.1638567,0.2087429016828537
loss/train,553,1767726475.1666248,0.1513238549232483
loss/train,554,1767726475.1694796,0.29217618703842163
loss/train,555,1767726475.1723158,0.23395699262619019
loss/train,556,1767726475.1751173,0.14989596605300903
loss/train,557,1767726475.1778803,0.2365819811820984
loss/train,558,1767726475.180632,0.23267310857772827
loss/train,559,1767726475.1834676,0.24363261461257935
loss/train,560,1767726475.1862414,0.18950287997722626
loss/train,561,1767726475.1889987,0.14757247269153595
loss/train,562,1767726475.19179,0.19415515661239624
loss/train,563,1767726475.1945353,0.20705042779445648
loss/train,564,1767726475.1972795,0.19735181331634521
loss/train,565,1767726475.200092,0.2103748917579651
