tag,step,wall_time,value
loss/train_epoch,114,1775770886.9459765,4.380155563354492
loss/train_epoch,115,1775770887.4712887,4.343452453613281
loss/train_epoch,116,1775770887.9942768,4.379176616668701
loss/train_epoch,117,1775770888.5208287,4.372432708740234
loss/train_epoch,118,1775770889.0440962,4.372156620025635
loss/train_epoch,119,1775770889.5661314,4.3190507888793945
loss/train_step,0,1775770825.8493447,6.912365913391113
loss/train_step,1,1775770825.858093,6.83951473236084
loss/train_step,2,1775770825.8655381,5.957608699798584
loss/train_step,3,1775770825.8725536,4.6129913330078125
loss/train_step,4,1775770825.8792212,6.055904865264893
loss/train_step,5,1775770825.8862913,5.00453519821167
loss/train_step,6,1775770825.8933265,6.005096435546875
loss/train_step,7,1775770825.9004776,4.523277282714844
loss/train_step,8,1775770825.9071536,3.784817934036255
loss/train_step,9,1775770825.913579,7.1948981285095215
loss/train_step,10,1775770825.920245,6.045363903045654
loss/train_step,11,1775770825.9269898,5.327396392822266
loss/train_step,12,1775770825.9342718,5.1896281242370605
loss/train_step,13,1775770825.9411094,6.312655448913574
loss/train_step,14,1775770825.9480603,4.12286376953125
loss/train_step,15,1775770825.9547446,5.2917304039001465
loss/train_step,16,1775770825.962067,5.919464111328125
loss/train_step,17,1775770825.969116,5.14915657043457
loss/train_step,18,1775770825.9758427,3.8893001079559326
loss/train_step,19,1775770825.98268,5.247926712036133
loss/train_step,20,1775770825.9892619,4.035902976989746
loss/train_step,21,1775770825.9965289,5.0141191482543945
loss/train_step,22,1775770826.0031655,5.562471389770508
loss/train_step,23,1775770826.009885,5.103669166564941
loss/train_step,24,1775770826.0171053,6.738635063171387
loss/train_step,25,1775770826.02424,6.151426315307617
loss/train_step,26,1775770826.0311894,6.002992630004883
loss/train_step,27,1775770826.0383067,4.5501708984375
loss/train_step,28,1775770826.0450578,5.564767837524414
loss/train_step,29,1775770826.0518177,5.779918193817139
loss/train_step,30,1775770826.0587265,5.975985050201416
loss/train_step,31,1775770826.0657685,4.720252990722656
loss/train_step,32,1775770826.0722065,4.770240306854248
loss/train_step,33,1775770826.0795126,5.6046037673950195
loss/train_step,34,1775770826.0868125,5.1443281173706055
loss/train_step,35,1775770826.0936124,5.1070098876953125
loss/train_step,36,1775770826.1004672,4.579476356506348
loss/train_step,37,1775770826.1073208,5.049684524536133
loss/train_step,38,1775770826.1143072,6.21343994140625
loss/train_step,39,1775770826.1216173,4.148865699768066
loss/train_step,40,1775770826.1284807,4.65775203704834
loss/train_step,41,1775770826.134994,6.631213188171387
loss/train_step,42,1775770826.1419864,3.506051540374756
loss/train_step,43,1775770826.1490567,5.4703826904296875
loss/train_step,44,1775770826.1555786,4.341406345367432
loss/train_step,45,1775770826.162473,4.693299293518066
loss/train_step,46,1775770826.169333,4.813362121582031
loss/train_step,47,1775770826.1762614,5.25281286239624
loss/train_step,48,1775770826.1838193,5.62520170211792
loss/train_step,49,1775770826.1904442,5.145016670227051
loss/train_step,50,1775770826.1971958,4.502582550048828
loss/train_step,51,1775770826.2041674,4.583003997802734
loss/train_step,52,1775770826.21146,4.94989538192749
loss/train_step,53,1775770826.2184083,5.835625171661377
loss/train_step,54,1775770826.225641,4.848142623901367
loss/train_step,55,1775770826.2323258,4.06486701965332
loss/train_step,56,1775770826.239374,6.522980690002441
loss/train_step,57,1775770826.2461493,6.888993263244629
loss/train_step,58,1775770826.2528071,4.843317985534668
loss/train_step,59,1775770826.2598228,4.835084915161133
loss/train_step,60,1775770826.2661147,4.970149517059326
loss/train_step,61,1775770826.27343,4.913399696350098
loss/train_step,62,1775770826.2800546,5.835029602050781
loss/train_step,63,1775770826.2868643,5.212106704711914
loss/train_step,64,1775770826.293796,6.463172912597656
loss/train_step,65,1775770826.3002672,4.394792556762695
loss/train_step,66,1775770826.3073938,5.226957321166992
loss/train_step,67,1775770826.3141055,5.236645698547363
loss/train_step,68,1775770826.320488,3.956346035003662
loss/train_step,69,1775770826.3274107,4.986306190490723
loss/train_step,70,1775770826.3345246,4.939110279083252
loss/train_step,71,1775770826.3413615,5.354386806488037
loss/train_step,72,1775770826.348086,5.9901885986328125
loss/train_step,73,1775770826.3520787,4.960812091827393
loss/train_step,74,1775770826.382726,5.7068071365356445
loss/train_step,75,1775770826.3906648,5.655967712402344
loss/train_step,76,1775770826.398144,4.830889701843262
loss/train_step,77,1775770826.405008,5.933655738830566
loss/train_step,78,1775770826.412819,5.528225898742676
loss/train_step,79,1775770826.41948,6.672167778015137
loss/train_step,80,1775770826.4264636,5.917926788330078
loss/train_step,81,1775770826.433713,5.39393949508667
loss/train_step,82,1775770826.440648,4.092657089233398
loss/train_step,83,1775770826.4475248,5.226761341094971
loss/train_step,84,1775770826.4544394,4.351509094238281
loss/train_step,85,1775770826.4618585,5.070291042327881
loss/train_step,86,1775770826.468846,4.463111877441406
loss/train_step,87,1775770826.4756405,6.002633094787598
loss/train_step,88,1775770826.4823437,5.463766098022461
loss/train_step,89,1775770826.490077,4.289290428161621
loss/train_step,90,1775770826.4969366,5.321401596069336
loss/train_step,91,1775770826.5033226,6.551270008087158
loss/train_step,92,1775770826.510489,5.757747650146484
loss/train_step,93,1775770826.5182612,5.0418806076049805
loss/train_step,94,1775770826.525362,4.491224765777588
loss/train_step,95,1775770826.5319302,4.298648834228516
loss/train_step,96,1775770826.5388644,4.742344856262207
loss/train_step,97,1775770826.54626,6.563465118408203
loss/train_step,98,1775770826.5535035,5.702481269836426
loss/train_step,99,1775770826.5600126,5.883335590362549
loss/train_step,100,1775770826.5670292,5.674088478088379
loss/train_step,101,1775770826.5739405,6.943650245666504
loss/train_step,102,1775770826.580328,4.937206745147705
loss/train_step,103,1775770826.5877948,5.25145959854126
loss/train_step,104,1775770826.594518,5.5681657791137695
loss/train_step,105,1775770826.601365,4.748868465423584
loss/train_step,106,1775770826.6085117,5.772138595581055
loss/train_step,107,1775770826.6153727,5.962090015411377
loss/train_step,108,1775770826.6219943,3.921351194381714
loss/train_step,109,1775770826.6286788,4.503750801086426
loss/train_step,110,1775770826.635784,5.307315826416016
loss/train_step,111,1775770826.6425729,4.070956230163574
loss/train_step,112,1775770826.6496174,3.774014472961426
loss/train_step,113,1775770826.657221,5.62485408782959
loss/train_step,114,1775770826.6639218,4.74696159362793
loss/train_step,115,1775770826.6708891,5.26679801940918
loss/train_step,116,1775770826.6782057,6.211603164672852
loss/train_step,117,1775770826.684914,5.776108741760254
loss/train_step,118,1775770826.6918523,4.98880672454834
loss/train_step,119,1775770826.6985211,6.713369369506836
loss/train_step,120,1775770826.7055302,5.601740837097168
loss/train_step,121,1775770826.7124233,6.516508102416992
loss/train_step,122,1775770826.7192674,6.678685188293457
loss/train_step,123,1775770826.7257793,5.98964262008667
loss/train_step,124,1775770826.732548,5.046963691711426
loss/train_step,125,1775770826.7396898,6.535989284515381
loss/train_step,126,1775770826.746686,4.022524356842041
loss/train_step,127,1775770826.7533932,5.37691068649292
loss/train_step,128,1775770826.760391,5.5466694831848145
loss/train_step,129,1775770826.7675762,5.417422294616699
loss/train_step,130,1775770826.7743123,6.738286972045898
loss/train_step,131,1775770826.7812316,4.999625205993652
loss/train_step,132,1775770826.7877371,5.017733573913574
loss/train_step,133,1775770826.794731,5.880848407745361
loss/train_step,134,1775770826.8016663,4.586114406585693
loss/train_step,135,1775770826.8083496,4.720937728881836
loss/train_step,136,1775770826.8151026,5.713386535644531
loss/train_step,137,1775770826.8221128,5.215375900268555
loss/train_step,138,1775770826.828818,3.878049612045288
loss/train_step,139,1775770826.8354871,5.607437610626221
loss/train_step,140,1775770826.842116,6.493480682373047
loss/train_step,141,1775770826.8489792,5.368267059326172
loss/train_step,142,1775770826.8559206,5.439916610717773
loss/train_step,143,1775770826.8625374,6.678768634796143
loss/train_step,144,1775770826.8693204,6.117562770843506
loss/train_step,145,1775770826.8762622,6.290521621704102
loss/train_step,146,1775770826.88319,6.364834785461426
loss/train_step,147,1775770826.8873599,4.799064636230469
loss/train_step,148,1775770826.9157636,4.302475929260254
loss/train_step,149,1775770826.9230766,6.023690700531006
loss/train_step,150,1775770826.930145,5.631739139556885
loss/train_step,151,1775770826.9371994,5.015152931213379
loss/train_step,152,1775770826.9439692,5.23915958404541
loss/train_step,153,1775770826.951701,5.744516372680664
loss/train_step,154,1775770826.9590993,5.224608421325684
loss/train_step,155,1775770826.9657145,5.03732442855835
loss/train_step,156,1775770826.9726758,4.791998863220215
loss/train_step,157,1775770826.979513,5.483047008514404
loss/train_step,158,1775770826.986549,5.017354965209961
loss/train_step,159,1775770826.9934044,5.398759841918945
loss/train_step,160,1775770827.000452,5.575313091278076
loss/train_step,161,1775770827.007327,4.855551719665527
loss/train_step,162,1775770827.014448,5.899013519287109
loss/train_step,163,1775770827.02136,5.471588134765625
loss/train_step,164,1775770827.02848,4.491408824920654
loss/train_step,165,1775770827.0353065,4.869539260864258
loss/train_step,166,1775770827.041768,4.688028335571289
loss/train_step,167,1775770827.048844,4.515166759490967
loss/train_step,168,1775770827.055787,5.154147148132324
loss/train_step,169,1775770827.0622623,4.212047576904297
loss/train_step,170,1775770827.0692902,5.215594291687012
loss/train_step,171,1775770827.0758188,4.776848793029785
loss/train_step,172,1775770827.0825334,5.997193813323975
loss/train_step,173,1775770827.0891962,4.335040092468262
loss/train_step,174,1775770827.0960817,5.319949626922607
loss/train_step,175,1775770827.1027203,4.133240699768066
loss/train_step,176,1775770827.109625,4.450375556945801
loss/train_step,177,1775770827.1167283,4.83167839050293
loss/train_step,178,1775770827.123914,4.892489433288574
loss/train_step,179,1775770827.130849,4.834980010986328
loss/train_step,180,1775770827.1374767,5.4487152099609375
loss/train_step,181,1775770827.1446261,5.054432392120361
loss/train_step,182,1775770827.151757,7.076579570770264
loss/train_step,183,1775770827.1585183,4.642577171325684
loss/train_step,184,1775770827.1653984,4.729274749755859
loss/train_step,185,1775770827.1723182,5.383633613586426
loss/train_step,186,1775770827.1792567,5.878071308135986
loss/train_step,187,1775770827.1856956,5.728298187255859
loss/train_step,188,1775770827.1924312,4.258349895477295
loss/train_step,189,1775770827.1995142,4.814965724945068
loss/train_step,190,1775770827.2067497,5.227689743041992
loss/train_step,191,1775770827.2133856,6.3676958084106445
loss/train_step,192,1775770827.2201145,5.945713043212891
loss/train_step,193,1775770827.2272413,5.530661106109619
loss/train_step,194,1775770827.2338715,6.390003204345703
loss/train_step,195,1775770827.240709,5.204372406005859
loss/train_step,196,1775770827.2477655,4.5240678787231445
loss/train_step,197,1775770827.2547286,4.923757553100586
loss/train_step,198,1775770827.2613351,5.351812839508057
loss/train_step,199,1775770827.268626,4.995286464691162
loss/train_step,200,1775770827.275676,5.614929676055908
loss/train_step,201,1775770827.2822053,5.8191046714782715
loss/train_step,202,1775770827.2887223,6.585358619689941
loss/train_step,203,1775770827.2958534,5.652542591094971
loss/train_step,204,1775770827.3025672,7.058951377868652
loss/train_step,205,1775770827.309392,5.6724958419799805
loss/train_step,206,1775770827.316335,7.645246505737305
loss/train_step,207,1775770827.3231237,5.245288848876953
loss/train_step,208,1775770827.329758,5.742640495300293
loss/train_step,209,1775770827.336496,5.389406204223633
loss/train_step,210,1775770827.342768,4.727260589599609
loss/train_step,211,1775770827.3494303,4.476224899291992
loss/train_step,212,1775770827.356331,4.5673065185546875
loss/train_step,213,1775770827.3631861,5.568324089050293
loss/train_step,214,1775770827.3698463,5.14853048324585
loss/train_step,215,1775770827.3768132,6.386528968811035
loss/train_step,216,1775770827.3833573,4.996556282043457
loss/train_step,217,1775770827.3900611,5.769745826721191
loss/train_step,218,1775770827.3968623,6.057534217834473
loss/train_step,219,1775770827.4038668,4.684597969055176
loss/train_step,220,1775770827.410552,3.2498300075531006
loss/train_step,221,1775770827.4143906,6.6375203132629395
loss/train_step,222,1775770827.4433486,5.658459663391113
loss/train_step,223,1775770827.4501162,6.326245307922363
loss/train_step,224,1775770827.456893,5.295997619628906
loss/train_step,225,1775770827.4640472,4.80576753616333
loss/train_step,226,1775770827.4710186,4.448253154754639
loss/train_step,227,1775770827.4781508,5.118380546569824
loss/train_step,228,1775770827.485047,5.555106163024902
loss/train_step,229,1775770827.4920642,5.975552082061768
loss/train_step,230,1775770827.4988592,6.509845733642578
loss/train_step,231,1775770827.505478,5.840036392211914
loss/train_step,232,1775770827.5123289,4.840387344360352
loss/train_step,233,1775770827.518893,4.507793426513672
loss/train_step,234,1775770827.5262475,5.060476303100586
loss/train_step,235,1775770827.5332313,4.302680492401123
loss/train_step,236,1775770827.54037,4.808191776275635
loss/train_step,237,1775770827.5475466,5.528777122497559
loss/train_step,238,1775770827.5541668,6.3738555908203125
loss/train_step,239,1775770827.5611029,6.18452262878418
loss/train_step,240,1775770827.5686576,4.728124618530273
loss/train_step,241,1775770827.5754852,4.662372589111328
loss/train_step,242,1775770827.582402,4.480162143707275
loss/train_step,243,1775770827.588958,4.405117988586426
loss/train_step,244,1775770827.5957515,4.841227054595947
loss/train_step,245,1775770827.6029713,4.501855373382568
loss/train_step,246,1775770827.6103084,5.984690189361572
loss/train_step,247,1775770827.61676,5.766287803649902
loss/train_step,248,1775770827.6237614,4.93103551864624
loss/train_step,249,1775770827.631135,4.117513656616211
loss/train_step,250,1775770827.6377864,4.741628170013428
loss/train_step,251,1775770827.644903,4.644789695739746
loss/train_step,252,1775770827.652038,5.118960380554199
loss/train_step,253,1775770827.6591358,4.76059627532959
loss/train_step,254,1775770827.6663132,4.262966632843018
loss/train_step,255,1775770827.6738222,4.365900993347168
loss/train_step,256,1775770827.6808405,4.367998123168945
loss/train_step,257,1775770827.6877959,4.741480350494385
loss/train_step,258,1775770827.6945703,5.289496421813965
loss/train_step,259,1775770827.701247,4.217555046081543
loss/train_step,260,1775770827.7082033,4.4815473556518555
loss/train_step,261,1775770827.7147136,4.176254749298096
loss/train_step,262,1775770827.7213974,4.716275691986084
loss/train_step,263,1775770827.7283473,4.431467056274414
loss/train_step,264,1775770827.7354968,5.636539936065674
loss/train_step,265,1775770827.7427976,5.460630416870117
loss/train_step,266,1775770827.7496762,4.904801368713379
loss/train_step,267,1775770827.7566843,4.8279290199279785
loss/train_step,268,1775770827.7631152,3.9520394802093506
loss/train_step,269,1775770827.769991,5.229964733123779
loss/train_step,270,1775770827.777013,6.141937732696533
loss/train_step,271,1775770827.7837775,5.029916763305664
loss/train_step,272,1775770827.7909873,5.037043571472168
loss/train_step,273,1775770827.798023,4.434423446655273
loss/train_step,274,1775770827.8048027,4.800568580627441
loss/train_step,275,1775770827.8114023,5.9214372634887695
loss/train_step,276,1775770827.8185327,5.543304920196533
loss/train_step,277,1775770827.8250527,6.812055587768555
loss/train_step,278,1775770827.8321137,6.959878921508789
loss/train_step,279,1775770827.839467,5.404643535614014
loss/train_step,280,1775770827.8466015,6.016425132751465
loss/train_step,281,1775770827.8537233,4.6366963386535645
loss/train_step,282,1775770827.8603592,4.829466342926025
loss/train_step,283,1775770827.8671834,5.538389682769775
loss/train_step,284,1775770827.8739805,4.848805904388428
loss/train_step,285,1775770827.8812008,6.073800086975098
loss/train_step,286,1775770827.8877075,4.240312576293945
loss/train_step,287,1775770827.894957,4.541258811950684
loss/train_step,288,1775770827.9015357,5.313594818115234
loss/train_step,289,1775770827.908506,4.611340045928955
loss/train_step,290,1775770827.9153962,5.289241313934326
loss/train_step,291,1775770827.9219785,7.196955680847168
loss/train_step,292,1775770827.9289653,5.514645099639893
loss/train_step,293,1775770827.9356165,5.628078937530518
loss/train_step,294,1775770827.9425094,5.169412136077881
loss/train_step,295,1775770827.946519,5.588144302368164
loss/train_step,296,1775770827.9744005,5.4292893409729
loss/train_step,297,1775770827.9811237,4.723233222961426
loss/train_step,298,1775770827.988112,3.72709059715271
loss/train_step,299,1775770827.9950364,5.314258575439453
loss/train_step,300,1775770828.0018828,6.14007568359375
loss/train_step,301,1775770828.008911,6.049118518829346
loss/train_step,302,1775770828.015843,4.8618574142456055
loss/train_step,303,1775770828.02247,5.403203964233398
loss/train_step,304,1775770828.029511,4.929030418395996
loss/train_step,305,1775770828.0368292,4.751217365264893
loss/train_step,306,1775770828.0439255,5.751587867736816
loss/train_step,307,1775770828.050721,5.674870491027832
loss/train_step,308,1775770828.0577366,5.578874111175537
loss/train_step,309,1775770828.0648797,4.274609565734863
loss/train_step,310,1775770828.0719078,5.416864395141602
loss/train_step,311,1775770828.0788302,4.724750518798828
loss/train_step,312,1775770828.0856044,4.671202182769775
loss/train_step,313,1775770828.0923452,5.069548606872559
loss/train_step,314,1775770828.0994945,4.6101531982421875
loss/train_step,315,1775770828.1071649,4.980539321899414
loss/train_step,316,1775770828.1140196,4.236292839050293
loss/train_step,317,1775770828.120587,4.168462753295898
loss/train_step,318,1775770828.1278188,5.002447128295898
loss/train_step,319,1775770828.1347125,4.375613212585449
loss/train_step,320,1775770828.1416097,6.109378337860107
loss/train_step,321,1775770828.1481087,4.844736099243164
loss/train_step,322,1775770828.1552718,4.537891864776611
loss/train_step,323,1775770828.1619618,5.603229999542236
loss/train_step,324,1775770828.169027,5.393680572509766
loss/train_step,325,1775770828.1757538,4.666616439819336
loss/train_step,326,1775770828.1828198,5.068274974822998
loss/train_step,327,1775770828.1902695,6.115072250366211
loss/train_step,328,1775770828.1969094,4.862945556640625
loss/train_step,329,1775770828.203409,4.726009368896484
loss/train_step,330,1775770828.2100275,6.32684850692749
loss/train_step,331,1775770828.2167764,5.830860137939453
loss/train_step,332,1775770828.2234416,4.187790870666504
loss/train_step,333,1775770828.230442,5.912642478942871
loss/train_step,334,1775770828.2374735,4.67633056640625
loss/train_step,335,1775770828.243994,5.745269298553467
loss/train_step,336,1775770828.2508106,4.265328407287598
loss/train_step,337,1775770828.2576249,4.931095600128174
loss/train_step,338,1775770828.2644997,5.93131160736084
loss/train_step,339,1775770828.2712934,4.712928771972656
loss/train_step,340,1775770828.2784085,5.649075031280518
loss/train_step,341,1775770828.285119,4.378114700317383
loss/train_step,342,1775770828.2919273,4.588065147399902
loss/train_step,343,1775770828.2988904,6.728199005126953
loss/train_step,344,1775770828.3060594,3.997567892074585
loss/train_step,345,1775770828.3134606,3.5414655208587646
loss/train_step,346,1775770828.320085,5.503461837768555
loss/train_step,347,1775770828.3269694,5.370194435119629
loss/train_step,348,1775770828.334951,4.784890651702881
loss/train_step,349,1775770828.3419096,5.454366683959961
loss/train_step,350,1775770828.3488407,3.601304531097412
loss/train_step,351,1775770828.3560662,4.65158748626709
loss/train_step,352,1775770828.3626482,5.6980485916137695
loss/train_step,353,1775770828.3696404,6.060081958770752
loss/train_step,354,1775770828.3762934,6.393562316894531
loss/train_step,355,1775770828.3833022,4.925580024719238
loss/train_step,356,1775770828.390282,4.278697967529297
loss/train_step,357,1775770828.397214,4.428244113922119
loss/train_step,358,1775770828.4040976,4.893360614776611
loss/train_step,359,1775770828.410546,5.560077667236328
loss/train_step,360,1775770828.4174416,5.586902141571045
loss/train_step,361,1775770828.4241214,4.740386962890625
loss/train_step,362,1775770828.430844,4.9015631675720215
loss/train_step,363,1775770828.4384055,4.727949142456055
loss/train_step,364,1775770828.4454362,4.0921311378479
loss/train_step,365,1775770828.4521363,4.814814567565918
loss/train_step,366,1775770828.4588218,5.956981182098389
loss/train_step,367,1775770828.4656172,4.662998676300049
loss/train_step,368,1775770828.472844,5.190168380737305
loss/train_step,369,1775770828.4768476,4.51008939743042
loss/train_step,370,1775770828.5063906,4.499486446380615
loss/train_step,371,1775770828.5133762,5.291597366333008
loss/train_step,372,1775770828.5201755,5.643799781799316
loss/train_step,373,1775770828.574021,5.164915561676025
loss/train_step,374,1775770828.5812526,4.770473957061768
loss/train_step,375,1775770828.588511,4.050580978393555
loss/train_step,376,1775770828.5951598,5.82759952545166
loss/train_step,377,1775770828.6024508,4.112489223480225
loss/train_step,378,1775770828.6093364,6.112417697906494
loss/train_step,379,1775770828.6161373,4.8221845626831055
loss/train_step,380,1775770828.6228924,4.787598133087158
loss/train_step,381,1775770828.629545,3.805354118347168
loss/train_step,382,1775770828.6364162,4.347530364990234
loss/train_step,383,1775770828.6432288,4.719549179077148
loss/train_step,384,1775770828.6499038,4.615989685058594
loss/train_step,385,1775770828.6566327,6.1890869140625
loss/train_step,386,1775770828.6639407,5.29934024810791
loss/train_step,387,1775770828.670884,4.929349899291992
loss/train_step,388,1775770828.6775386,4.738797664642334
loss/train_step,389,1775770828.684751,4.056913375854492
loss/train_step,390,1775770828.691486,5.7971086502075195
loss/train_step,391,1775770828.698256,4.555522918701172
loss/train_step,392,1775770828.705017,5.832955360412598
loss/train_step,393,1775770828.7119207,4.81580924987793
loss/train_step,394,1775770828.7189312,3.9894089698791504
loss/train_step,395,1775770828.7254283,5.594317436218262
loss/train_step,396,1775770828.7322838,3.9070281982421875
loss/train_step,397,1775770828.7390156,5.772345542907715
loss/train_step,398,1775770828.7461686,5.274375915527344
loss/train_step,399,1775770828.7529523,5.2310566902160645
loss/train_step,400,1775770828.7596655,5.213434219360352
loss/train_step,401,1775770828.7662249,4.728992462158203
loss/train_step,402,1775770828.7728806,4.41971492767334
loss/train_step,403,1775770828.7794394,7.270449638366699
loss/train_step,404,1775770828.7862012,6.276856422424316
loss/train_step,405,1775770828.7930558,6.002852439880371
loss/train_step,406,1775770828.799912,5.049691200256348
loss/train_step,407,1775770828.807073,5.760194778442383
loss/train_step,408,1775770828.8140488,6.181309223175049
loss/train_step,409,1775770828.8212733,4.611871719360352
loss/train_step,410,1775770828.8278046,4.698511123657227
