Wall time,Step,Value
1767722051.841207,147456,0.012645520269870758
1767722164.138119,149504,0.005968482233583927
1767722275.8012042,151552,0.015517881140112877
1767722386.7694833,153600,0.005966818425804377
1767722498.8932967,155648,0.005480410996824503
1767722609.965149,157696,0.010343460366129875
1767722720.9052963,159744,0.01671154797077179
1767722831.5372155,161792,0.007743488997220993
1767722941.5851846,163840,0.008249139413237572
1767723052.7492619,165888,0.01440703496336937
1767723163.7013164,167936,0.005716700106859207
1767723275.1732566,169984,0.008109062910079956
1767723386.6344397,172032,0.01286188792437315
1767723497.6541555,174080,0.010742323473095894
1767723608.4816556,176128,0.01639251410961151
1767723719.476287,178176,0.010154911316931248
1767723831.1390572,180224,0.006867645774036646
1767723942.0326073,182272,0.012043183669447899
1767724053.4039688,184320,0.009454207494854927
1767724165.2978535,186368,0.008819143287837505
1767724277.161325,188416,0.005679560825228691
1767724388.5526133,190464,0.012148125097155571
1767724499.653181,192512,0.010675842873752117
1767724611.064427,194560,0.009740209206938744
1767724722.5870402,196608,0.01160808652639389
1767724834.772965,198656,0.01007494330406189
1767724945.393614,200704,0.009728224948048592
1767725056.5733705,202752,0.00957312248647213
1767725168.0970433,204800,0.00692718056961894
1767725279.705104,206848,0.01520426943898201
1767725391.5371556,208896,0.01387097593396902
1767725502.7898061,210944,0.01147827971726656
1767725613.5920687,212992,0.005948574282228947
1767725725.5030653,215040,0.010864684358239174
