Wall time,Step,Value
1767722051.8416429,147456,6.085424423217773
1767722164.139123,149504,4.911691188812256
1767722275.8015802,151552,2.004746198654175
1767722386.7699432,153600,6.636613368988037
1767722498.8937428,155648,8.14313793182373
1767722609.9656029,157696,4.110016345977783
1767722720.9055986,159744,1.288803219795227
1767722831.5377629,161792,7.138138294219971
1767722941.5861013,163840,2.5871164798736572
1767723052.7497215,165888,1.219870924949646
1767723163.701524,167936,3.878911256790161
1767723275.1736784,169984,6.823707103729248
1767723386.6348574,172032,2.8849074840545654
1767723497.654881,174080,7.505050182342529
1767723608.4821312,176128,2.371884822845459
1767723719.4768176,178176,3.8628733158111572
1767723831.1398284,180224,4.587374687194824
1767723942.0334117,182272,3.987307548522949
1767724053.4048328,184320,4.463826656341553
1767724165.2988057,186368,4.242359638214111
1767724277.1622236,188416,9.700385093688965
1767724388.5535197,190464,4.227423667907715
1767724499.6536252,192512,4.294218063354492
1767724611.0650473,194560,3.778904914855957
1767724722.5877583,196608,5.36648416519165
1767724834.7738292,198656,3.2640442848205566
1767724945.3944674,200704,0.8273718953132629
1767725056.573743,202752,3.102628231048584
1767725168.097587,204800,4.9786295890808105
1767725279.705667,206848,1.541408658027649
1767725391.5373726,208896,4.743495464324951
1767725502.7907798,210944,3.5645523071289062
1767725613.5926363,212992,6.598397731781006
1767725725.5039203,215040,0.1303154081106186
