Wall time,Step,Value
1767722051.841253,147456,2.5649781227111816
1767722164.13827,149504,2.1282541751861572
1767722275.8012557,151552,1.0501227378845215
1767722386.7695305,153600,2.8723957538604736
1767722498.8933444,155648,4.545874118804932
1767722609.9651952,157696,1.452195167541504
1767722720.9053428,159744,0.9619210362434387
1767722831.5372627,161792,2.6392502784729004
1767722941.5853343,163840,0.9999847412109375
1767723052.7493079,165888,0.24752330780029297
1767723163.7013643,167936,1.2604509592056274
1767723275.1733022,169984,3.113023042678833
1767723386.6344888,172032,1.1547499895095825
1767723497.6542938,174080,3.891406774520874
1767723608.4817026,176128,0.4893455505371094
1767723719.4764175,178176,1.5273315906524658
1767723831.1392062,180224,1.297383189201355
1767723942.0327475,182272,1.2838718891143799
1767724053.404109,184320,1.0277118682861328
1767724165.2980008,186368,1.611626386642456
1767724277.1614752,188416,4.208371162414551
1767724388.5527496,190464,1.4941328763961792
1767724499.6532285,192512,1.258966326713562
1767724611.0645728,194560,0.8714244365692139
1767724722.5871933,196608,1.5610419511795044
1767724834.7731128,198656,3.524601936340332
1767724945.393781,200704,0.2161397635936737
1767725056.5734165,202752,1.081651210784912
1767725168.0970993,204800,1.0119683742523193
1767725279.7051501,206848,1.1543543338775635
1767725391.5372071,208896,2.7053651809692383
1767725502.7899501,210944,1.4548784494400024
1767725613.592206,212992,3.9332361221313477
1767725725.5032067,215040,0.0038145650178194046
