Wall time,Step,Value
1767722051.841231,147456,-2.2231197357177734
1767722164.1381984,149504,-2.220264434814453
1767722275.801233,151552,-2.21793270111084
1767722386.7695081,153600,-2.211656332015991
1767722498.8933218,155648,-2.211785316467285
1767722609.9651735,157696,-2.211033344268799
1767722720.9053206,159744,-2.2086031436920166
1767722831.5372398,161792,-2.2005670070648193
1767722941.5852623,163840,-2.196834087371826
1767723052.749286,165888,-2.188812494277954
1767723163.7013419,167936,-2.1853320598602295
1767723275.1732802,169984,-2.1860780715942383
1767723386.634465,172032,-2.1823370456695557
1767723497.6542287,174080,-2.1773927211761475
1767723608.4816804,176128,-2.176889181137085
1767723719.4763556,178176,-2.1731770038604736
1767723831.1391368,180224,-2.16837477684021
1767723942.0326805,182272,-2.161019802093506
1767724053.4040415,184320,-2.148071527481079
1767724165.2979295,186368,-2.13629412651062
1767724277.1614048,188416,-2.1301307678222656
1767724388.5526848,190464,-2.122793436050415
1767724499.653206,192512,-2.1145923137664795
1767724611.0645056,194560,-2.113393783569336
1767724722.5871258,196608,-2.119900941848755
1767724834.7730424,198656,-2.1221091747283936
1767724945.3937085,200704,-2.1213066577911377
1767725056.5733945,202752,-2.1166388988494873
1767725168.0970721,204800,-2.115924596786499
1767725279.7051284,206848,-2.11557674407959
1767725391.5371811,208896,-2.1082160472869873
1767725502.7898812,210944,-2.0946860313415527
1767725613.592142,212992,-2.0887606143951416
1767725725.5031424,215040,-2.0808727741241455
