Wall time,Step,Value
1767722051.8412604,147456,-0.01101421844214201
1767722164.138294,149504,-0.003962123766541481
1767722275.8012636,151552,-0.0060547455213963985
1767722386.7695386,153600,-0.007723265793174505
1767722498.893352,155648,-0.008706817403435707
1767722609.965203,157696,-0.01072973944246769
1767722720.9053502,159744,-0.009736701846122742
1767722831.5372703,161792,-0.00941888615489006
1767722941.5853586,163840,-0.00879514031112194
1767723052.7493153,165888,-0.007318919058889151
1767723163.701372,167936,-0.009418235160410404
1767723275.1733098,169984,-0.0069116554223001
1767723386.6344962,172032,-0.01033962145447731
1767723497.6543155,174080,-0.008846603333950043
1767723608.4817102,176128,-0.012670928612351418
1767723719.4764383,178176,-0.010804441757500172
1767723831.1392305,180224,-0.009074179455637932
1767723942.0327702,182272,-0.007757547777146101
1767724053.4041305,184320,-0.004333930555731058
1767724165.2980232,186368,-0.01013187039643526
1767724277.1614983,188416,-0.007763101253658533
1767724388.5527718,190464,-0.009345406666398048
1767724499.6532362,192512,-0.008049129508435726
1767724611.0645947,194560,-0.007157977670431137
1767724722.5872154,196608,-0.007459152489900589
1767724834.7731364,198656,-0.009068833664059639
1767724945.393805,200704,-0.0045811268500983715
1767725056.5734239,202752,-0.010515772737562656
1767725168.097108,204800,-0.006109710782766342
1767725279.7051575,206848,-0.011057870462536812
1767725391.5372148,208896,-0.008771782740950584
1767725502.7899737,210944,-0.00889635644853115
1767725613.5922282,212992,-0.008557631634175777
1767725725.5032287,215040,-0.00844769086688757
