Wall time,Step,Value
1767722051.8413985,147456,0.7492426633834839
1767722164.1387596,149504,0.7490857839584351
1767722275.8015642,151552,0.746177613735199
1767722386.7697403,153600,0.7461751699447632
1767722498.8934934,155648,0.7461757063865662
1767722609.9653354,157696,0.747494101524353
1767722720.905479,159744,0.7444816827774048
1767722831.537408,161792,0.7436480522155762
1767722941.5857117,163840,0.7414689660072327
1767723052.7494602,165888,0.7387788891792297
1767723163.7014437,167936,0.7390021085739136
1767723275.1736617,169984,0.7390124201774597
1767723386.6346214,172032,0.7370242476463318
1767723497.6546626,174080,0.7370441555976868
1767723608.481875,176128,0.7370210886001587
1767723719.4766128,178176,0.7343537211418152
1767723831.1394758,180224,0.733564555644989
1767723942.033088,182272,0.7284038066864014
1767724053.4043589,184320,0.7242165803909302
1767724165.2984817,186368,0.7212051153182983
1767724277.1619222,188416,0.719183623790741
1767724388.5531285,190464,0.7164883017539978
1767724499.653374,192512,0.7143130898475647
1767724611.0647907,194560,0.7170275449752808
1767724722.5874693,196608,0.7181836366653442
1767724834.7734952,198656,0.7187221050262451
1767724945.3941543,200704,0.7175288200378418
1767725056.573579,202752,0.71718430519104
1767725168.097248,204800,0.7181280851364136
1767725279.705303,206848,0.7176755666732788
1767725391.5372856,208896,0.7132034301757812
1767725502.7904243,210944,0.7088720798492432
1767725613.592441,212992,0.7093795537948608
1767725725.503638,215040,0.7015872001647949
